,Gaia ID,MAIN_ID,Distance,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Diameter_diameter,Diameter_Q,Diameter_unit,Diameter_error,Diameter_filter,Diameter_method,Diameter_bibcode,Fe_H_Teff,Fe_H_log_g,Fe_H_Fe_H,Fe_H_flag,Fe_H_CompStar,Fe_H_CatNo,Fe_H_bibcode,FLUX_U,FLUX_BIBCODE_U,FLUX_ERROR_U,FLUX_SYSTEM_U,FLUX_UNIT_U,FLUX_B,FLUX_BIBCODE_B,FLUX_ERROR_B,FLUX_SYSTEM_B,FLUX_UNIT_B,FLUX_V,FLUX_BIBCODE_V,FLUX_ERROR_V,FLUX_SYSTEM_V,FLUX_UNIT_V,FLUX_J,FLUX_BIBCODE_J,FLUX_ERROR_J,FLUX_SYSTEM_J,FLUX_UNIT_J,FLUX_H,FLUX_BIBCODE_H,FLUX_ERROR_H,FLUX_SYSTEM_H,FLUX_UNIT_H,FLUX_K,FLUX_BIBCODE_K,FLUX_ERROR_K,FLUX_SYSTEM_K,FLUX_UNIT_K,IDS,MEMBERSHIP,OTYPE,OTYPE_opt,PLX_VALUE,PLX_BIBCODE,ROT_upVsini,ROT_Vsini,ROT_err,ROT_mes,ROT_qual,ROT_bibcode,RV_VALUE,SP_TYPE,SP_QUAL,SP_BIBCODE,SCRIPT_NUMBER_ID,sci_targname
551,HD53975,HD  53975,1153.668666,07 06 35.9651,-12 23 38.220,14,14,0.040399998,0.042599998,90,A,O,2020yCat.1350....0G,,,,,,,,36800,3.910000086,,,,,2022A&A...665A.150H,5.380000114,2002yCat.2237....0D,,Vega,U,6.400000095,2002yCat.2237....0D,,Vega,B,6.5,2002yCat.2237....0D,,Vega,V,6.702000141,2003yCat.2246....0C,0.024,Vega,J,6.81400013,2003yCat.2246....0C,0.057,Vega,H,6.818999767,2003yCat.2246....0C,0.016000001,Vega,K,HD  53975|ALS   166|BD-12  1788|CEL   1584|CGO 150|GC  9386|GCRV  4676|GEN# +1.00053975|GOS G225.68-02.32 01|GSC 05389-03015|HIC  34297|HIP 34297|HR  2679|JP11  1491|LS  166|2MASS J07063596-1223382|MCW  510|PPM 218163|SAO 152393|SKY# 12768|TD1  9121|TIC 148506724|TYC 5389-3015-1|UBV    6967|UBV M  12873|UCAC4 389-022387|uvby98 100053975|WEB  6870|YZC 11  2398|[C74] 115|Gaia DR2 3044980222001242112|Gaia DR3 3044980222001242112,[],SB*,SB*,0.8668,2020yCat.1350....0G,,179,,0,,2022A&A...665A.150H,36,O7.5Vz,C,2011ApJS..193...24S,1,HD53975
416,HD177566,HD 177566,1163.873371,19 07 07.8863,-41 43 16.014,14,14,0.039799999,0.039299998,90,A,O,2020yCat.1350....0G,,,,,,,,30900,3.829999924,,,,,2012A&A...543A..11M,9,2003AJ....125.2531R,,Vega,U,9.970000267,,,Vega,B,10.17000008,,,Vega,V,10.5880003,2003yCat.2246....0C,0.023,Vega,J,10.70100021,2003yCat.2246....0C,0.025,Vega,H,10.74600029,2003yCat.2246....0C,0.021,Vega,K,HD 177566|ALS 16948|CD-41 13325|CF 18464|CPD-41  8882|DENIS J190707.8-414316|GCRV  6478 E|GEN# +1.00177566|GSC2 S332311012|GSC 07925-02575|HIC  93884|HIP 93884|LSE 148|2MASS J19070788-4143159|PPM 324785|TD1 23846|TIC 254135831|TYC 7925-2575-1|UBV M  23471|uvby98 100177566|WEB 16332|Gaia DR2 6715619076008049792|Gaia DR3 6715619076008049792,[],post-AGB*,pA*,0.8592,2020yCat.1350....0G,,,,0,,,-134,B5/7Ib,D,1978MSS...C02....0H,1,HD177566
446,HD203374,HD 203374,1175.640724,21 19 07.3685,+61 51 30.436,14,14,0.283300012,0.251599997,90,A,O,2020yCat.1350....0G,,,,,,,,30000,,,,,,2007AJ....134.1570D,6.230000019,1982IAUS...98..261J,,Vega,U,6.907999992,2000A&A...355L..27H,0.015,Vega,B,6.673999786,2000A&A...355L..27H,0.01,Vega,V,5.603000164,2003yCat.2246....0C,0.02,Vega,J,5.397999763,2003yCat.2246....0C,0.035999998,Vega,H,5.105000019,2003yCat.2246....0C,0.02,Vega,K,"HD 203374|** HDS 3035|** ES  137A|ADS 14868 A|AG+61 1255|AGKR 19085|AKARI-IRC-V1 J2119073+615130|ALS 14837|BD+61  2112|CCDM J21192+6152A|CEL   5297|EM* MWC  366|GC 29861|GCRV 13415|GEN# +1.00203374|GSC 04248-00057|HIC 105250|HIP 105250|IDS 21167+6126 A|IRAS 21179+6138|2MASS J21190735+6151302|MCW  981|PPM  22763|SAO  19309|SKY# 40593|TD1 27983|TIC 275415829|TYC 4248-57-1|UBV   18428|UBV M  25633|WDS J21191+6152A|WDS J21191+6152Aa,Ab|WEB 19115|[JE82] 1081|[KW97] 57-17|[PGH98b] Star  2|Gaia DR2 2192829470338457344|Gaia DR3 2192829470338457344",[],Be*,Be*,0.8506,2020yCat.1350....0G,,234,,0,D,2007AJ....134.1570D,-7,B0IVpe,C,,1,HD203374
441,HD1999,HD   1999,1186.94362,00 24 03.6508,-37 24 38.152,14,14,0.032299999,0.0288,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,7.71999979,2003AJ....125.2531R,,Vega,U,8.180000305,,,Vega,B,8.300000191,,,Vega,V,8.440999985,2003yCat.2246....0C,0.028999999,Vega,J,8.529999733,2003yCat.2246....0C,0.037999999,Vega,H,8.56499958,2003yCat.2246....0C,0.018999999,Vega,K,HD   1999|ALS 16759|CD-38   105|CPC 18   107|CPD-38    29|GC   477|GCRV 23216|GEN# +1.00001999|GSC 06997-00323|HIC   1904|HIP 1904|2MASS J00240366-3724381|PPM 275976|SAO 192504|SB 158|TD1   198|TIC 369336172|TYC 6997-323-1|UBV     289|UBV M   7348|uvby98 100001999|WEB   347|Gaia DR2 4998644812107991296|Gaia DR3 4998644812107991296|Gaia DR1 4998644807812898560,[],Star,*,0.8425,2020yCat.1350....0G,,,,0,,,-20,B8II,C,1982MSS...C03....0H,1,HD1999
385,HD148937,HD 148937,1188.07176,16 33 52.3869,-48 06 40.476,14,14,0.017200001,0.011,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.489999771,2002yCat.2237....0D,,Vega,U,7.119999886,2002yCat.2237....0D,,Vega,B,6.710000038,2002yCat.2237....0D,,Vega,V,5.874000072,2003yCat.2246....0C,0.021,Vega,J,5.743999958,2003yCat.2246....0C,0.034000002,Vega,H,5.636000156,2003yCat.2246....0C,0.02,Vega,K,"HD 148937|** SNA   40|** I 1588A|ALS  3646|AX J1633.8-4807|CCDM J16339-4807A|CD-47 10855|Ced 135a|Ced 135b|CGO 380|CPC  0 14912|CPD-47  7765|CSI-47 10855 21|CSV 102803|2E  3719|2E 1630.1-4800|ESO 226-13|GC 22246|GCRV 66302|GEN# +1.00148937|GOS G336.37-00.22 01|GSC 08329-03343|GUM 52|Hbg 1162|Hen 2-168|HIC  81100|HIP 81100|IDS 16265-4754 A|LS 3646|2MASS J16335238-4806404|NGC  6164|NGC  6165|NSV  7808|PK 336-00  1|PN VV'  142|PN ARO  557|PPM 321879|RCW 107|1RXS J163352.2-480643|2RXS J163352.2-480643|SAO 226891|SKY# 29849|SSTGLMC G336.3661-00.2180|SSTGLMC G336.3661-00.2181|2SXPS J163352.3-480640|TD1 19264|TIC 21931623|TYC 8329-3343-1|UBV   13972|UBV M  21498|UCAC4 210-125094|uvby98 100148937|WDS J16339-4807Aa,Ab|WDS J16339-4807A|WEB 13713|WRAY 19-46|1XMM J163352.3-480641|1XMM J163352.4-480640|2XMM J163352.6-480640|[SC95] ZET  59|[SC96] Mis   59|[VDD70] Nor-Ara PN 1|[W63]  10|AAVSO 1626-47|Gaia DR3 5941151986262863104|Gaia DR1 5941151981940935680|Gaia DR2 5941151986262863104",[],SB*,SB*,0.8417,2020yCat.1350....0G,,,,0,,,-53.9,O6f?p,D,2014ApJS..211...10S,1,HD148937
335,HD117111,HD 117111,1201.923077,13 29 54.5690,-65 30 07.186,14,14,0.0141,0.0167,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,7.03000021,2003AJ....125.2531R,,Vega,U,7.78000021,2012yCat.1322....0Z,0.99000001,Vega,B,7.730000019,2012yCat.1322....0Z,0.99000001,Vega,V,7.275000095,2003yCat.2246....0C,0.026000001,Vega,J,7.170000076,2003yCat.2246....0C,0.039999999,Vega,H,7.039999962,2003yCat.2246....0C,0.029999999,Vega,K,HD 117111|ALS  3097|CD-64   738|CPC 21  2931|CPD-64  2428|GCRV 64130|GEN# +1.00117111|GSC 08999-00053|Hen 3-902|HIC  65848|HIP 65848|LS 3097|2MASS J13295458-6530071|MCW 1251|MSX6C G306.9106-02.9278|PPM 779497|SKY# 24862|THA 17-44|TIC 314272739|TYC 8999-53-1|UCAC2   2938525|UCAC4 123-099627|uvby98 100117111|V* LV Mus|WEB 11650|[JE82]  686|[VDD70] Cen-Mus 13|Gaia DR2 5863789214307443456|Gaia DR3 5863789214307443456|Gaia DR1 5863789209937569664,[],Be*,Be*,0.832,2020yCat.1350....0G,,,,0,,,-19,B2(V)ne,D,1975MSS...C01....0H,1,HD117111
406,HD165246,HD 165246,1221.448638,18 06 04.6792,-24 11 43.890,14,14,0.032400001,0.027000001,90,A,O,2020yCat.1350....0G,,,,,,,,5679,4.059999943,-0.039999999,,SUN,,2023A&A...676A.129H,6.900000095,2002yCat.2237....0D,,Vega,U,7.699999809,2002yCat.2237....0D,,Vega,B,7.599999905,2002yCat.2237....0D,,Vega,V,7.306000233,2003yCat.2246....0C,0.021,Vega,J,7.288000107,2003yCat.2246....0C,0.041999999,Vega,H,7.230999947,2003yCat.2246....0C,0.027000001,Vega,K,CCDM J18061-2412AB|** B  376|ADS 11049 AB|ALS  4646|AP J18060468-2411437|CD-24 13880|CEL   4617|CGO 475|Cl* NGC 6530    ZCW     343|Cl* NGC 6530    CDZ       2|CPD-24  6208|EPIC 224466741|GEN# +1.00165246|GES J18060468-2411438|GOS G006.40-01.56 01|GSC 06842-01179|Hbg 1552|HD 165246|IDS 18000-2412 AB|LS 4646|2MASS J18060468-2411437|PPM 267848|SAO 186268|SKY# 32873|TD1 21578|TIC 407897693|TYC 6842-1179-1|UBV M  22603|UCAC4 330-126374|uvby98 100165246|WDS J18061-2412AB|YZ 114 12457|[SC96] Mis  982|[SC96] GC 389|Gaia DR2 4066063754109686016|Gaia DR3 4066063754109686016,[],**,**,0.8187,2020yCat.1350....0G,,251,,0,,2022A&A...665A.150H,49.021599,O8V(n),C,2014ApJS..211...10S,1,HD165246
283,HD-6226,HD   6226,1226.542377,01 03 53.3582,+47 38 32.261,14,14,0.033599999,0.0231,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.179999828,2003AJ....125.2531R,,Vega,U,6.789999962,,,Vega,B,6.820000172,,,Vega,V,6.820000172,2003yCat.2246....0C,0.021,Vega,J,6.882999897,2003yCat.2246....0C,0.023,Vega,H,6.886000156,2003yCat.2246....0C,0.017000001,Vega,K,HD   6226|AG+47  117|AGKR   890|ALS 14641|BD+46   245|CEL    113|GC  1271|GCRV   602|GEN# +1.00006226|GSC 03267-01681|HIC   4983|HIP 4983|2MASS J01035335+4738323|NSV 15230|PMC 90-93  1610|PPM  43594|Renson 1590|SAO  36891|SKY#  1622|TD1   593|TIC 196501216|TYC 3267-1681-1|UBV M   7881|uvby98 100006226|V* V442 And|WEB  1005|Gaia DR2 401347174641795456|Gaia DR3 401347174641795456|Gaia DR1 401347170346586368,[],Be*,Be*,0.8153,2020yCat.1350....0G,,,,0,,,-55,,,,1,HD-6226
279,HD-54879,HD  54879,1251.564456,07 10 08.1487,-11 48 09.838,14,14,0.029200001,0.030099999,90,A,O,2020yCat.1350....0G,,,,,,,,33500,4.090000153,,,,,2022A&A...665A.150H,6.800000191,2003AJ....125.2531R,,Vega,U,7.599999905,,,Vega,B,7.650000095,,,Vega,V,7.647999763,2003yCat.2246....0C,0.026000001,Vega,J,7.684999943,2003yCat.2246....0C,0.037999999,Vega,H,7.727000237,2003yCat.2246....0C,0.024,Vega,K,HD  54879|ALS 14804|BD-11  1822|CEL   1633|GCRV  4720|GEN# +1.00054879|GOS G225.55-01.28 01|GSC 05402-00632|HIC  34612|HIP 34612|2MASS J07100815-1148097|MCW  518|PPM 218262|SAO 152491|SKY# 12897|TD1  9307|TIC 177860391|TYC 5402-632-1|UBV    6992|UBV M  12948|uvby98 100054879|WEB  6927|YZ V11  2443|[C74] 150|[HJ56] 102|Gaia DR2 3045391130111207808|Gaia DR3 3045391130111207808|Gaia DR1 3045391125809475840,[],SB*,SB*,0.799,2020yCat.1350....0G,,8,,0,,2022A&A...665A.150H,34.46,O9.7V,C,2011ApJS..193...24S,1,HD-54879
329,HD114441,HD 114441,1258.178158,13 11 29.5208,-55 21 24.632,14,14,0.0189,0.019200001,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,7.409999847,1982IAUS...98..261J,,Vega,U,8.107999802,2000A&A...355L..27H,0.015,Vega,B,8.041000366,2000A&A...355L..27H,0.01,Vega,V,7.521999836,2003yCat.2246....0C,0.023,Vega,J,7.447000027,2003yCat.2246....0C,0.027000001,Vega,H,7.149000168,2003yCat.2246....0C,0.024,Vega,K,HD 114441|AGASC 1134179136|ALS  2962|CD-54  5116|CEL   4213|CPC 19  4968|CPD-54  5472|GCRV 63892|GEN# +1.00114441|GSC 08653-01640|Hen 3-871|HIC  64359|HIP 64359|LS 2962|2MASS J13112950-5521245|MCW 1242|PPM 341683|SAO 240636|SKY# 24395|TD1 16676|TIC 406341244|TYC 8653-1640-1|UBV M  19102|UCAC4 174-093980|uvby98 100114441|V* V952 Cen|WEB 11374|WRAY 15-1073|[JE82]  667|Gaia DR2 6066801804254882176|Gaia DR3 6066801804254882176,[],Be*,Be*,0.7948,2020yCat.1350....0G,,,,0,,,-8,B2Vnne,C,1975MSS...C01....0H,1,HD114441
255,HD-203938,HD 203938,1284.026708,21 23 50.1690,+47 09 52.446,14,14,0.257800013,0.300399989,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,7.130000114,2002yCat.2237....0D,,Vega,U,7.539999962,2002yCat.2237....0D,,Vega,B,7.079999924,2002yCat.2237....0D,,Vega,V,5.965000153,2003yCat.2246....0C,0.017999999,Vega,J,5.881999969,2003yCat.2246....0C,0.024,Vega,H,5.811999798,2003yCat.2246....0C,0.017000001,Vega,K,CCDM J21238+4710AB|** A  765AB|ADS 14944 AB|AG+46 1827|ALS 11839|BD+46  3294|CSI+46  3294  1|GCRV 23242|GEN# +1.00203938|GSC 03594-01695|HD 203938|HIC 105640|Hilt 1044|HIP 105640|IDS 21202+4644 AB|LS III +46   57|2MASS J21235019+4709524|MCW  982|PPM  61389|ROT  3119|SAO  50792|SKY# 40763|TD1 28062|TIC 139258713|UBV   18473|UBV M  25687|UCAC4 686-101182|WDS J21238+4710AB|WISE J212350.17+470952.4|Gaia DR3 1972509777055312384|Gaia DR2 1972509777052328064,[],**,**,0.7788,2020yCat.1350....0G,,220,,0,D,1970CoKwa.189....0U,-12.8,B0.5IV,E,,1,HD-203938
524,HD37367,HD  37367,1312.335958,05 39 18.3135,+29 12 54.788,14,14,0.1127,0.092600003,90,A,O,2020yCat.1350....0G,,,,,,,,16950,3.239000082,,,,,2010ApJ...722..605H,5.599999905,2003AJ....125.2531R,,Vega,U,6.116000175,2000A&A...355L..27H,0.014,Vega,B,5.984000206,2000A&A...355L..27H,0.009,Vega,V,5.474999905,2003yCat.2246....0C,0.034000002,Vega,J,5.467999935,2003yCat.2246....0C,0.023,Vega,H,5.390999794,2003yCat.2246....0C,0.02,Vega,K,HD  37367|AG+29  591|ALS  8471|BD+29   947|CEL    885|GC  7026|GCRV  3484|GEN# +1.00037367|GSC 01873-00935|HGAM    460|HIC  26606|HIP 26606|HR  1924|LS   V +29    6|2MASS J05391830+2912549|PPM  94619|SAO  77354|SKY#  9199|TD1  5030|TIC 75172674|TYC 1873-935-1|UBV    5658|UBV M  11277|uvby98 100037367|V* V433 Aur|WEB  5245|YZ  29  2570|Gaia DR2 3442900661273401600|Gaia DR3 3442900661273401600,[],Star,*,0.762,2020yCat.1350....0G,,27,20,0,,2010ApJ...722..605H,22.9,B2IV-V,C,1968ApJS...17..371L,1,HD37367
237,HD-149404,HD 149404,1315.616366,16 36 22.5628,-42 51 31.902,14,14,0.063299999,0.0372,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,5.230000019,2003AJ....125.2531R,,Vega,U,5.880000114,2012yCat.1322....0Z,0.99000001,Vega,B,5.519999981,2012yCat.1322....0Z,0.99000001,Vega,V,4.605999947,2003yCat.2246....0C,0.289999992,Vega,J,4.387000084,2003yCat.2246....0C,0.231999993,Vega,H,4.190999985,2003yCat.2246....0C,0.035999998,Vega,K,HD 149404|ALS  3672|CD-42 11399|CEL   4420|CGO 382|CPC  0 14985|CPD-42  7441|GC 22304|GCRV  9539|GEN# +1.00149404|GOS G340.54+03.01 01|GSC 07862-01617|Hen 3-1222|HIC  81305|HIP 81305|HR  6164|IRAS 16328-4245|JP11  2774|LS 3672|2MASS J16362257-4251320|NSV  7842|PPM 321934|1RXS J163622.5-425125|SAO 226953|SBC9 1852|SKY# 29906|TD1 19312|TIC 229832439|TYC 7862-1617-1|UBV M  21526|UCAC4 236-109122|uvby98 100149404|V* V918 Sco|WEB 13741|[SC95] ZET  76|[SC96] Mis   76|Gaia DR2 5968468321845736192|Gaia DR3 5968468321845736192,[],BlueSG,s*b,0.7601,2020yCat.1350....0G,,,,0,,,-52.5,O8.5Iab(f)p,C,2014ApJS..211...10S,1,HD-149404
479,HD220787,HD 220787,1323.10135,23 26 45.4929,-11 01 57.358,14,14,0.051399998,0.046599999,90,A,O,2020yCat.1350....0G,,,,,,,,17966,3.460000038,,,,,2011MNRAS.411.2596S,7.440000057,2003AJ....125.2531R,,Vega,U,8.140000343,,,Vega,B,8.289999962,,,Vega,V,8.637000084,2003yCat.2246....0C,0.023,Vega,J,8.737999916,2003yCat.2246....0C,0.034000002,Vega,H,8.81400013,2003yCat.2246....0C,0.021,Vega,K,HD 220787|ALS 16955|BD-11  6076|FB 187|GCRV 23413|GEN# +1.00220787|GSC 05825-00342|HIC 115729|HIP 115729|2MASS J23264548-1101573|PHL   525|PPM 241636|SAO 165696|TD1 29851|TIC 49687057|TYC 5825-342-1|UBV M  27030|uvby98 100220787|YZC 11  8184|Gaia DR2 2436569757731466112|Gaia DR3 2436569757731466112,[],Star,*,0.7558,2020yCat.1350....0G,,,,0,,,25.4,B3III,C,1999MSS...C05....0H,1,HD220787
630,IC418,IC  418,1362.212233,05 27 28.2059,-12 41 50.282,14,14,0.0208,0.0162,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,9.404999733,2012yCat.1322....0Z,0.01,Vega,B,9.010000229,2012yCat.1322....0Z,0.039999999,Vega,V,9.786999702,2003yCat.2246....0C,0.114,Vega,J,9.748999596,2003yCat.2246....0C,0.109999999,Vega,H,9.05700016,2003yCat.2246....0C,0.128000006,Vega,K,IC  418|AT20G J052728-124150|BD-12  1172|EM* CDS  500|GCRV  3288|GLEAM J052727-124144|GSC2 S0202231370|GSC 05340-00684|HD  35914|IRAS 05251-1244|IRAS F05251-1244|JCMTSE J052728.1-124144|Kiso A-1047  28|2MASS J05272820-1241500|NVSS J052728-124150|OHIO G -142|PCCS2 143 G215.20-24.29|PK 215-24  1|PKS J0527-1241|PKS 0525-127|PLX 1239|PLX 1239.00|PMN J0527-1241|PN G215.2-24.2|PN VV   22|PN VV'   32|PN ARO    3|PPM 215798|SCM   4|SPASS J052727-124150|TD1  4662|TYC 5340-684-1|UCAC4 387-008302|V* ZZ Lep|WEB  4952|WISEA J052728.21-124150.1|WISE J052728.25-124150.0|WMAP 122|WMAP J0527-1240|WMAP J0527-1241|WMAP J0527-1233|[LFO93] 0525-12|AAVSO 0522-12|Gaia DR3 2985789113026163584|Gaia DR2 2985789113026163584,[],PlanetaryNeb,PN,0.7341,2020yCat.1350....0G,,,,0,,,62,O7fp,E,,1,IC418
757,NGC-6543,NGC  6543,1365.933616,17 58 33.4039,+66 37 58.750,14,14,0.028100001,0.0287,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,,,,,,11.09000015,2000A&A...355L..27H,0.050000001,Vega,B,11.27999973,2000A&A...355L..27H,0.100000001,Vega,V,8.953000069,2006AJ....131.1163S,0.003,Vega,J,9.076000214,2006AJ....131.1163S,0.006,Vega,H,8.340000153,2006AJ....131.1163S,0.006,Vega,K,NGC  6543|AG+66  812|AKARI-IRC-V1 J1758333+663759|BD+66  1066|BWE 1758+6637|DO 36017|EF B1758+6638|EM* CDS  945|GB6 J1758+6638|87GB 175835.1+663759|GCRV 10447|GSC2 N1121000443|HD 164963|IRAS F17585+6638|IRAS 17584+6638A|LRWR 370|2MASX J17583335+6637591|NAME Sunflower Nebula|NAME Snail Nebula|NAME Cat's Eye Nebula|NSV 24075|NVSS J175833+663758|PK 096+29  1|PLX 4128|PLX 4128.00|PN G096.4+29.9|PN VV  143|PN VV'  335|PN ARO    6|PPM  20679|RAFGL 5429|RGB J1758+666|RX J1758.5+6637|S4 1758+666|S4 1758+66|TXS 1758+666|TYC 4212-508-1|VLA -NEP J1758.6+6637|WB 1758+6637|WEB 14862|WMAP 64|WMAP J1758+6632|WMAP J1759+6633|WMAP J1758+6637|WN B1758.5+6638|2XMM J175833.3+663800|ZW  VII 759|[DML87] 459|[HH87] 3-52|[HH87] 1-18|[HH87]  68|[HH87] 2-13|[WPB2010] NEP J175833+663759|Gaia DR2 1633325248915154176|Gaia DR3 1633325248915154176,[],PlanetaryNeb,PN,0.7321,2020yCat.1350....0G,,,,0,,,-65.7,[WC],D,1998A&A...329L...9P,1,NGC-6543
548,HD52266,HD  52266,1391.207568,07 00 21.0763,-05 49 35.954,14,14,0.0262,0.0254,90,A,O,2020yCat.1350....0G,,,,,,,,32200,3.630000114,,,,,2022A&A...665A.150H,6.320000172,2002yCat.2237....0D,,Vega,U,7.21999979,2002yCat.2237....0D,,Vega,B,7.230000019,2002yCat.2237....0D,,Vega,V,7.201000214,2003yCat.2246....0C,0.021,Vega,J,7.236999989,2003yCat.2246....0C,0.033,Vega,H,7.264999866,2003yCat.2246....0C,0.016000001,Vega,K,HD  52266|ALS  9246|BD-05  1912|CGO 148|GC  9222|GCRV  4602|GEN# +1.00052266|GOS G219.13-00.68 01|GSC 04826-03285|HIC  33723|Hilt  610|HIP 33723|LS  VI -05    5|2MASS J07002107-0549359|MCW  494|PPM 189800|ROT  1129|SAO 134034|SKY# 12503|TD1  8785|TIC 268568620|TYC 4826-3285-1|UBV    6899|UBV M  12713|uvby98 100052266|WEB  6775|YZ  95  2436|Gaia DR2 3100935811848497024|Gaia DR3 3100935811848497024|Gaia DR1 3100935807544897024,[],SB*,SB*,0.7188,2020yCat.1350....0G,,267,,0,,2022A&A...665A.150H,5,O9.5IIIn,C,2011ApJS..193...24S,1,HD52266
276,HD-46202,HD  46202,1411.034288,06 32 10.4706,+04 57 59.764,14,14,0.093699999,0.091899998,90,A,O,2020yCat.1350....0G,,,,,,,,34353,4.159999847,-0.100000001,,SUN,,2023A&A...676A.129H,7.599999905,2002yCat.2237....0D,,Vega,U,8.331999779,2000A&A...355L..27H,0.018999999,Vega,B,8.269000053,2000A&A...355L..27H,0.017000001,Vega,V,7.782999992,2003yCat.2246....0C,0.021,Vega,J,7.778999805,2003yCat.2246....0C,0.046999998,Vega,H,7.71999979,2003yCat.2246....0C,0.026000001,Vega,K,"HD  46202|** MZA   20A|** FGS    6|AG+05  812|ALS  8991|BD+05  1286|CEL   1288|CGO 131|Cl* NGC 2244    CDZ       2|Cl* NGC 2244   JOHN       6|Cl* NGC 2244     VS      50|Cl* NGC 2244     PS     305|CoRoT 1773|CXOU J063210.4+045759|2E 0629.5+0458|2E  1684|GCRV  4192|GEN# +2.22440180|GES J06321046+0457598|GOS G206.31-02.00 01|GSC 00154-01521|HGAM    535|JP11  3961|LS  VI +05    9|2MASS J06321047+0457597|MCW  438|MPCM J063210.46+045759.7|NGC  2244   180|PPM 150706|SAO 114018|SSTGLMA G206.3134-02.0034|TIC 234882234|TYC  154-1521-1|UBV    6499|uvby98 222440180|WDS J06321+0458D|WDS J06321+0458Da,Dd|WEB  6216|YZ   5  2994|YZ   0  2055|[BC2002]  84|[BMR2007] J098.0438+04.9666|[HJ56]  86|[MJD95] J063210.48+045800.1|[VGK85] NGC  2244 +04 166|[WTF2008] FLAMINGOS J063117+050748|[WTF2008] Main 630|Gaia DR1 3131336891736033024|Gaia DR3 3131336896034833536|Gaia DR2 3131336896034833536",[],bCepV*,bC*,0.7087,2020yCat.1350....0G,,27.75,,0,,2023A&A...676A.129H,39.542,O9.2V,C,2014ApJS..211...10S,1,HD-46202
566,HD69106,HD  69106,1434.102969,08 14 03.7995,-36 57 07.938,14,14,0.0264,0.028999999,90,A,O,2020yCat.1350....0G,,,,,,,,0,,,,,,,6.119999886,2003AJ....125.2531R,,Vega,U,7.019999981,2000A&A...355L..27H,0.015,Vega,B,7.127999783,2000A&A...355L..27H,0.01,Vega,V,7.282999992,2003yCat.2246....0C,0.021,Vega,J,7.406000137,2003yCat.2246....0C,0.050999999,Vega,H,7.388999939,2003yCat.2246....0C,0.027000001,Vega,K,HD  69106|ALS  1014|CD-36  4359|CEL   2260|CGO 181|CPC 18  3563|CPD-36  2117|GC 11213|GCRV 59512|GEN# +1.00069106|GOS G254.52-01.33 01|GSC 07133-04547|Hbg  147|HIC  40328|HIP 40328|LS 1014|2MASS J08140378-3657080|MCW 1158|PPM 284967|SAO 198971|SKY# 15574|TD1 12062|TIC 182320704|TYC 7133-4547-1|UBV    7928|UBV M  14128|UCAC4 266-028107|uvby98 100069106|WEB  7865|[N75] 216|[W63c] 26|Gaia DR2 5541462673279047168|Gaia DR3 5541462673279047168,[],Star,*,0.6973,2020yCat.1350....0G,,,,0,,,8,O9.7IIn,C,2014ApJS..211...10S,1,HD69106
